SHIPMENT_ID,SHIPMENT_LINE_ID,PO_ID,SUPPLIER_ID,WAREHOUSE_ID,ITEM_ID,SHIPMENT_DATE,EXPECTED_ARRIVAL_DATE,ACTUAL_ARRIVAL_DATE,QUANTITY_SHIPPED,QUANTITY_DAMAGED,CARRIER,TRACKING_NUMBER,SHIPMENT_STATUS,FREIGHT_COST_USD
SHP004071,SHPL004071,PO001448,SUP008,WH010,ITM0067,2024-06-01,2024-06-21,2024-06-20,8,0,FedEx,TRK8144015,,3672.34
SHP002707,SHPL002707,PO014116,SUP008,WH011,ITM0089,2022-06-26,2022-07-08,2022-07-26,125,0,FedEx,TRK2729748,LOST,1525.42
SHP001645,SHPL001645,PO002070,SUP050,WH019,ITM0145,2024-03-27,2024-04-18,2024-04-05,197,2,Aramex,TRK3179434,LOST,3771.89
SHP002690,SHPL002690,PO005944,SUP019,WH011,ITM0007,2023-07-02,2023-07-24,2023-07-23,187,3,BlueDart,TRK5301393,DELIVERED,3035.5
SHP004252,SHPL004252,PO001211,SUP037,WH013,ITM0041,2022-04-16,2022-05-06,2022-04-23,39,3,BlueDart,TRK3721591,IN_TRANSIT,941.64
SHP004829,SHPL004829,PO018458,SUP046,WH016,ITM0072,2023-11-22,2023-12-13,2023-12-02,9,0,INVALID,TRK7255329,DELAYED,3263.69
SHP002836,SHPL002836,PO019383,SUP035,WH006,ITM0086,2022-12-18,2023-01-05,2023-01-10,116,11,BlueDart,TRK7926944,LOST,886.0
SHP001735,SHPL001735,PO011283,SUP045,WH014,ITM0059,2023-11-29,2023-12-05,2023-12-06,14,0,Aramex,TRK1250195,DELAYED,2745.94
SHP004091,SHPL004091,PO019027,SUP036,WH001,ITM0016,2023-11-29,2023-12-03,2023-12-15,8,0,UPS,TRK9616932,LOST,4633.66
SHP001649,SHPL001649,PO001424,SUP008,WH014,ITM0088,2023-12-31,2024-01-13,2024-01-19,46,3,UPS,TRK8109200,DELIVERED,2730.52
SHP003793,SHPL003793,PO005459,SUP003,WH014,ITM0063,2022-06-16,2022-06-21,2022-06-20,99,0,Aramex,TRK8266155,IN_TRANSIT,4016.58
SHP003537,SHPL003537,PO004974,SUP017,WH012,ITM0111,2024-05-01,2024-05-05,2024-05-28,40,1,FedEx,TRK8208677,DELIVERED,1653.98
SHP000971,SHPL000971,PO005939,SUP021,WH001,ITM0075,2023-04-21,2023-04-29,2023-05-05,20,2,DHL,TRK1783582,DELIVERED,425.12
SHP001686,SHPL001686,PO012206,SUP019,WH010,ITM0040,2024-09-02,2024-09-22,2024-09-10,144,3,DHL,TRK4103561,DELAYED,2231.59
SHP001353,SHPL001353,PO014154,SUP050,WH016,ITM0139,2022-02-03,2022-02-04,2022-02-15,155,3,INVALID,TRK4533272,IN_TRANSIT,398.52
SHP004916,SHPL004916,PO009825,SUP016,WH007,ITM0053,2023-08-26,2023-09-05,2023-09-24,97,4,BlueDart,TRK7069437,IN_TRANSIT,1489.18
SHP001138,SHPL001138,PO011021,SUP034,WH012,ITM0074,2022-10-11,2022-11-03,2022-10-31,61,4,DHL,TRK7112429,RETURNED,4597.91
SHP003904,SHPL003904,PO003364,SUP045,WH011,ITM0039,2024-01-16,2024-01-24,2024-01-27,45,2,UPS,TRK2623238,DELAYED,3394.49
SHP003366,SHPL003366,PO006782,SUP027,WH005,ITM0149,2024-08-08,2024-08-29,2024-08-29,24,1,Aramex,,IN_TRANSIT,2892.92
SHP000147,SHPL000147,PO019103,SUP023,WH014,ITM0113,2022-03-19,2022-04-13,2022-03-20,172,3,FedEx,TRK3566856,LOST,1040.97
SHP002561,SHPL002561,PO019509,SUP008,WH010,ITM0033,2022-03-26,2022-04-02,2022-04-06,174,7,UPS,TRK9312652,IN_TRANSIT,1794.17
SHP000476,SHPL000476,PO001787,SUP009,WH012,ITM0098,,2023-11-03,2023-10-31,1,0,UPS,TRK2657467,IN_TRANSIT,1421.43
SHP002863,SHPL002863,PO007529,SUP015,WH015,ITM0035,2022-01-14,2022-01-27,2022-02-06,21,2,DHL,TRK6136080,RETURNED,-1
SHP002734,SHPL002734,PO012146,SUP035,WH020,ITM0134,2024-11-30,2024-12-15,2024-12-06,INVALID,9,UPS,TRK9681912,IN_TRANSIT,2163.15
SHP000824,SHPL000824,PO014710,SUP032,WH019,ITM0121,2023-03-05,2023-03-08,2023-03-24,7,0,Aramex,TRK4515235,,2231.54
SHP001680,SHPL001680,PO001528,SUP015,WH008,ITM0003,2023-03-05,2023-03-15,2023-03-27,37,3,UPS,TRK1158260,DELIVERED,2863.9
SHP001410,SHPL001410,PO010719,SUP035,WH012,ITM0102,2023-06-05,2023-06-17,2023-06-18,108,2,Aramex,TRK3964409,LOST,3206.43
SHP003947,SHPL003947,PO016212,SUP001,WH017,ITM0066,2024-01-20,2024-02-13,2024-02-18,41,4,Aramex,TRK9707607,IN_TRANSIT,4641.58
SHP001037,SHPL001037,PO011283,SUP003,WH014,ITM0137,2024-12-17,2024-12-19,2025-01-15,176,16,UPS,TRK5537778,LOST,516.65
SHP001130,SHPL001130,PO016330,SUP049,WH012,ITM0145,2023-03-22,2023-03-23,2023-04-13,78,2,UPS,TRK8364842,DELAYED,4611.4
SHP001965,SHPL001965,PO003900,SUP047,WH002,ITM0002,2024-01-16,2024-01-31,2024-02-03,186,16,INVALID,TRK4280482,DELIVERED,1640.06
SHP003532,SHPL003532,PO019539,SUP046,WH010,ITM0116,2022-11-16,2022-11-21,2022-12-12,4,0,Aramex,TRK6484109,DELAYED,1402.5
SHP001541,SHPL001541,PO018284,SUP045,WH005,ITM0015,2023-11-17,2023-11-20,2023-12-05,152,2,DHL,TRK8200856,LOST,2087.19
SHP004517,SHPL004517,PO018252,SUP037,WH007,ITM0105,2022-12-14,2022-12-24,2022-12-27,96,8,BlueDart,INVALID,DELIVERED,3510.6
SHP000915,SHPL000915,PO003442,SUP027,WH017,ITM0036,2023-07-31,2023-08-16,2023-08-01,161,1,BlueDart,TRK6253423,DELIVERED,4647.54
SHP003322,SHPL003322,PO006677,SUP040,WH012,ITM0064,2024-06-22,2024-06-30,2024-07-13,4,0,Aramex,TRK5658013,DELAYED,INVALID
SHP003282,SHPL003282,PO019773,SUP033,WH016,ITM0057,2022-01-13,2022-01-15,2022-02-05,39,1,UPS,TRK4026675,DELIVERED,426.95
SHP001057,SHPL001057,PO008104,SUP013,WH007,ITM0136,2022-04-13,2022-04-14,2022-04-18,83,5,FedEx,TRK3638452,RETURNED,1076.28
SHP004299,SHPL004299,PO003300,SUP042,WH007,ITM0025,2022-12-19,2023-01-03,2023-01-15,170,11,Aramex,TRK7213592,DELIVERED,380.81
SHP004838,SHPL004838,PO018926,SUP035,WH004,ITM0030,2024-06-04,2024-06-08,2024-06-09,94,2,UPS,TRK2074435,DELIVERED,3290.73
SHP003506,SHPL003506,PO019750,SUP019,WH012,ITM0118,2022-08-12,2022-08-21,2022-08-26,40,1,Aramex,TRK3427231,IN_TRANSIT,3054.4
SHP002275,SHPL002275,PO018543,SUP048,WH010,ITM0064,INVALID,2024-08-10,2024-08-31,188,2,INVALID,TRK7453446,DELAYED,3397.25
SHP004551,SHPL004551,PO007596,SUP002,WH001,ITM0039,2022-02-23,2022-03-16,2022-02-24,36,3,FedEx,TRK4597333,IN_TRANSIT,4485.71
SHP003918,SHPL003918,PO009922,SUP033,WH011,ITM0079,2022-02-26,2022-03-06,2022-03-27,165,5,FedEx,TRK1092277,DELIVERED,846.58
SHP000162,SHPL000162,PO001305,SUP021,WH005,ITM0056,2023-03-07,2023-03-10,2023-03-28,148,9,BlueDart,TRK1322410,LOST,4293.56
SHP000905,SHPL000905,PO007953,SUP019,WH020,ITM0116,2022-09-02,2022-09-18,2022-09-21,174,13,,TRK6034669,RETURNED,2222.92
SHP003652,SHPL003652,PO011914,SUP049,WH007,ITM0061,2024-12-19,2025-01-09,2024-12-23,61,4,Aramex,TRK8290558,RETURNED,2667.82
SHP001016,SHPL001016,PO015492,SUP025,WH007,ITM0093,2022-08-24,2022-09-02,2022-08-26,37,2,BlueDart,TRK2095971,INVALID,2371.69
SHP000436,SHPL000436,PO007953,SUP047,WH006,ITM0015,2022-12-26,2022-12-31,2023-01-24,6,0,FedEx,TRK5345581,LOST,4671.35
SHP000818,SHPL000818,PO000422,SUP017,WH012,ITM0034,2024-11-14,2024-11-17,2024-12-04,51,0,DHL,TRK8386515,DELAYED,4025.32
SHP001012,SHPL001012,PO015062,SUP004,WH013,ITM0138,2024-05-18,2024-06-03,2024-05-30,1,0,Aramex,TRK8786610,LOST,3866.52
SHP002826,SHPL002826,PO018237,SUP040,WH011,ITM0098,2022-10-06,2022-10-30,2022-10-31,106,4,Aramex,TRK5937133,IN_TRANSIT,1003.87
SHP003247,SHPL003247,PO005593,SUP010,WH003,ITM0070,2024-08-02,2024-08-27,2024-08-17,82,5,FedEx,TRK1817131,IN_TRANSIT,490.06
SHP000530,SHPL000530,PO011068,SUP030,WH007,ITM0122,2024-05-20,2024-06-10,2024-05-29,9,0,UPS,TRK8893574,IN_TRANSIT,4454.58
SHP000322,SHPL000322,PO016311,SUP028,WH013,ITM0016,2022-01-13,2022-01-19,2022-02-09,41,3,FedEx,TRK9173303,LOST,3248.17
SHP002254,SHPL002254,PO012794,SUP036,WH010,ITM0104,2022-12-29,2023-01-22,2023-01-18,70,7,,TRK7097694,RETURNED,4687.1
SHP004920,SHPL004920,PO018384,SUP017,WH007,ITM0062,2024-04-23,2024-05-16,2024-05-11,67,5,BlueDart,TRK4338872,LOST,4585.87
SHP004189,SHPL004189,PO019883,SUP044,WH019,ITM0002,2024-12-06,2024-12-22,2024-12-31,197,14,Aramex,TRK7086587,DELAYED,2477.65
SHP000396,SHPL000396,PO008004,SUP032,WH012,ITM0099,2023-06-25,2023-07-15,2023-07-14,25,0,DHL,TRK6170728,RETURNED,1153.25
SHP000859,SHPL000859,PO013963,SUP013,WH006,ITM0090,2024-08-05,2024-08-25,2024-08-12,185,13,BlueDart,TRK7522038,RETURNED,2522.3
SHP004956,SHPL004956,PO006027,SUP001,WH015,ITM0147,2024-02-03,2024-02-11,2024-02-22,165,12,BlueDart,TRK3918329,DELIVERED,4311.6
SHP002841,SHPL002841,PO001622,SUP032,WH011,ITM0079,2024-05-06,2024-05-26,2024-06-01,,2,Aramex,TRK5863334,LOST,2246.47
SHP002148,SHPL002148,PO018636,SUP024,WH008,ITM0079,2023-12-28,2024-01-13,2023-12-29,35,3,FedEx,TRK1093043,RETURNED,473.94
SHP002678,SHPL002678,PO018169,SUP042,WH010,ITM0134,2022-10-07,2022-10-20,2022-10-23,42,3,UPS,TRK9292024,LOST,868.44
SHP002050,SHPL002050,PO017557,SUP011,WH015,ITM0056,2022-07-18,2022-08-09,2022-07-26,98,5,FedEx,TRK7983894,,1009.58
SHP003689,SHPL003689,PO004302,SUP031,WH011,ITM0093,2024-03-17,2024-04-09,2024-03-21,91,3,UPS,TRK4837246,DELAYED,3921.2
SHP001108,SHPL001108,PO004386,SUP035,WH008,ITM0012,2022-04-14,2022-04-23,2022-04-19,50,1,Aramex,TRK3979436,LOST,
SHP002541,SHPL002541,PO001195,SUP010,WH018,ITM0056,2024-01-21,2024-02-10,2024-01-29,103,3,BlueDart,TRK1022477,RETURNED,3766.29
SHP000849,SHPL000849,PO011065,SUP026,WH015,ITM0056,2024-12-24,2025-01-02,2025-01-20,60,4,UPS,TRK8163266,IN_TRANSIT,3216.29
SHP004638,SHPL004638,PO003916,SUP005,WH003,ITM0073,2024-03-28,2024-04-05,2024-04-09,35,3,UPS,TRK9068908,LOST,4630.15
SHP004271,SHPL004271,PO012445,SUP044,WH009,ITM0040,2024-10-05,2024-10-16,2024-10-30,161,14,FedEx,TRK2883483,IN_TRANSIT,3157.2
SHP001512,SHPL001512,PO015295,SUP044,WH017,ITM0047,2024-07-09,2024-08-03,2024-07-19,87,4,UPS,TRK5112789,IN_TRANSIT,1353.97
SHP004872,SHPL004872,PO016226,SUP038,WH007,ITM0090,2022-09-07,2022-09-26,2022-09-13,25,2,UPS,TRK2628986,LOST,2244.65
SHP002921,SHPL002921,PO014392,SUP006,WH009,ITM0078,2022-12-06,2022-12-20,2022-12-07,115,10,BlueDart,TRK1069021,IN_TRANSIT,2536.54
SHP004655,SHPL004655,PO006309,SUP011,WH005,ITM0084,2023-01-03,2023-01-25,2023-01-25,19,0,BlueDart,TRK8166594,RETURNED,2651.59
SHP002260,SHPL002260,PO000605,SUP012,WH003,ITM0056,2022-08-04,2022-08-29,2022-08-05,40,1,BlueDart,TRK5455755,DELIVERED,1417.84
SHP001062,SHPL001062,PO013058,SUP037,WH017,ITM0111,2024-06-15,2024-06-17,2024-06-18,187,17,FedEx,TRK2997521,RETURNED,247.78
SHP004157,SHPL004157,PO019133,SUP039,WH001,ITM0088,2022-09-26,2022-10-13,2022-10-24,55,4,FedEx,TRK2983907,DELAYED,1666.97
SHP002025,SHPL002025,PO010115,SUP039,WH018,ITM0020,2023-09-26,2023-09-29,2023-10-24,22,2,UPS,TRK7049922,RETURNED,1775.63
SHP003105,SHPL003105,PO000810,SUP003,WH019,ITM0082,2024-02-12,2024-02-18,2024-02-26,190,3,,TRK7315873,IN_TRANSIT,3122.54
SHP003444,SHPL003444,PO004112,SUP041,WH016,ITM0048,2022-07-22,2022-08-05,2022-07-26,190,10,BlueDart,TRK1439462,IN_TRANSIT,3423.79
SHP003281,SHPL003281,PO019027,SUP042,WH005,ITM0002,2023-12-28,2024-01-20,2024-01-02,78,7,UPS,,IN_TRANSIT,4152.13
SHP002283,SHPL002283,PO015639,SUP045,WH008,ITM0005,2024-04-28,2024-05-11,2024-05-25,158,13,UPS,INVALID,DELIVERED,1793.16
SHP002388,SHPL002388,PO001935,SUP048,WH017,ITM0111,2022-04-23,2022-04-27,2022-05-12,96,3,Aramex,INVALID,IN_TRANSIT,3207.88
SHP004236,SHPL004236,PO007505,SUP021,WH003,ITM0132,2023-04-11,2023-04-12,2023-05-07,189,10,Aramex,TRK8323897,LOST,1085.91
SHP004611,SHPL004611,PO013451,SUP033,WH007,ITM0030,2023-06-24,2023-07-16,2023-07-13,61,1,FedEx,TRK3552325,IN_TRANSIT,2817.3
SHP000029,SHPL000029,PO001285,SUP009,WH015,ITM0133,2024-01-01,2024-01-11,2024-01-26,62,0,UPS,TRK3437520,RETURNED,314.11
SHP001538,SHPL001538,PO012014,SUP030,WH011,ITM0143,2022-01-26,2022-01-30,2022-01-31,66,5,FedEx,TRK4214666,DELAYED,1344.36
SHP001299,SHPL001299,PO012434,SUP022,WH003,ITM0002,2023-06-30,2023-07-08,2023-07-05,166,3,BlueDart,TRK6718527,DELIVERED,1967.61
SHP003227,SHPL003227,PO012740,SUP015,WH018,ITM0027,2024-01-20,2024-01-29,2024-02-09,60,3,Aramex,TRK5686682,DELIVERED,2252.24
SHP003144,SHPL003144,PO017611,SUP022,WH013,ITM0102,2022-04-29,2022-05-22,2022-05-02,156,3,UPS,TRK1302836,DELIVERED,4168.67
SHP004114,SHPL004114,PO013382,SUP019,WH003,ITM0020,2024-04-03,2024-04-24,2024-04-14,125,2,UPS,TRK9009683,DELAYED,3018.77
SHP002584,SHPL002584,PO000402,SUP047,WH002,ITM0101,2024-12-12,2024-12-23,2024-12-22,19,0,UPS,TRK2864687,IN_TRANSIT,3035.49
SHP001726,SHPL001726,PO016986,SUP010,WH011,ITM0001,2022-11-29,2022-12-12,2022-12-09,29,0,DHL,TRK5620820,DELAYED,546.08
SHP002161,SHPL002161,PO017001,SUP050,WH004,ITM0062,2024-06-17,2024-06-27,2024-06-19,167,4,,TRK3680012,RETURNED,4558.12
SHP004984,SHPL004984,PO009269,SUP006,WH010,ITM0077,2024-04-08,2024-04-21,2024-04-26,-1,1,FedEx,TRK6996608,LOST,3344.49
SHP003145,SHPL003145,PO017454,SUP043,WH011,ITM0003,2022-09-09,2022-09-29,2022-10-05,109,0,UPS,TRK6477867,DELAYED,2618.6
SHP003177,SHPL003177,PO017022,SUP045,WH005,ITM0100,2023-11-02,2023-11-09,2023-11-14,100,1,FedEx,TRK4919141,IN_TRANSIT,INVALID
SHP001632,SHPL001632,PO010148,SUP010,WH012,ITM0016,2023-04-03,2023-04-26,2023-04-27,112,1,UPS,TRK6253155,LOST,2997.49
SHP002249,SHPL002249,PO007132,SUP019,WH012,ITM0020,2022-08-04,2022-08-18,2022-08-05,58,3,UPS,TRK3552617,LOST,4505.09
SHP003496,SHPL003496,PO001364,SUP021,WH012,ITM0030,2024-08-22,2024-09-15,2024-09-18,197,1,DHL,TRK6524722,INVALID,2936.28
SHP004258,SHPL004258,PO016532,SUP024,WH007,ITM0004,2022-05-09,2022-05-27,2022-05-23,38,3,BlueDart,TRK4296082,,3243.72
SHP001575,SHPL001575,PO017007,SUP003,WH010,ITM0088,2024-09-20,2024-09-29,2024-09-30,80,5,UPS,TRK8429347,DELIVERED,1844.19
SHP000359,SHPL000359,PO017035,SUP007,WH012,ITM0092,2023-07-26,2023-08-04,2023-08-08,168,0,FedEx,TRK2261682,RETURNED,2664.06
SHP003696,SHPL003696,PO019722,SUP049,WH008,ITM0132,2023-10-09,2023-10-17,2023-10-27,41,3,Aramex,TRK4280589,DELAYED,1544.52
SHP001477,SHPL001477,PO017313,SUP040,WH006,ITM0036,2023-08-12,2023-08-18,2023-09-07,155,10,DHL,TRK1307036,LOST,4131.1
SHP001583,SHPL001583,PO009958,SUP040,WH001,ITM0037,2023-07-04,2023-07-13,2023-07-28,166,5,Aramex,TRK6210297,LOST,1846.31
SHP001566,SHPL001566,PO010101,SUP036,WH002,ITM0130,2023-08-21,2023-08-22,2023-09-09,98,3,Aramex,,RETURNED,3894.99
SHP004217,SHPL004217,PO001405,SUP008,WH006,ITM0137,2023-12-13,2023-12-17,2023-12-31,133,6,DHL,TRK8079311,IN_TRANSIT,3407.08
SHP001733,SHPL001733,PO009196,SUP039,WH010,ITM0116,2024-04-21,2024-04-22,2024-04-23,196,14,Aramex,TRK6795890,LOST,899.29
SHP001516,SHPL001516,PO012943,SUP032,WH004,ITM0089,2024-10-19,2024-11-01,2024-11-10,45,4,UPS,TRK4008239,DELAYED,2067.19
SHP000757,SHPL000757,PO016192,SUP031,WH020,ITM0105,2023-02-03,2023-02-08,2023-02-20,80,0,,TRK6932931,INVALID,1701.8
SHP004716,SHPL004716,PO007926,SUP015,WH007,ITM0095,2024-07-11,2024-07-12,2024-08-10,189,4,Aramex,TRK5845913,RETURNED,3457.37
SHP002987,SHPL002987,PO009744,SUP048,WH014,ITM0095,2023-03-28,2023-04-20,2023-04-09,45,4,Aramex,TRK9285215,LOST,936.93
SHP000399,SHPL000399,PO012172,SUP020,WH009,ITM0060,2022-10-18,2022-11-12,2022-11-16,109,10,UPS,TRK4511704,IN_TRANSIT,4091.82
SHP004506,SHPL004506,PO013296,SUP006,WH001,ITM0050,2023-06-11,2023-06-13,2023-07-09,71,2,UPS,TRK5844273,LOST,4332.84
SHP000277,SHPL000277,PO019113,SUP037,WH003,ITM0109,2023-07-14,2023-08-02,2023-07-24,66,6,BlueDart,TRK8647056,DELAYED,2684.87
SHP000603,SHPL000603,PO008919,SUP049,WH008,ITM0006,2023-09-27,2023-10-15,2023-10-04,136,4,BlueDart,TRK3361232,DELIVERED,497.63
SHP002394,SHPL002394,PO006279,SUP009,WH014,ITM0109,2023-10-03,2023-10-24,2023-10-19,33,1,DHL,TRK7244700,DELIVERED,3439.31
SHP000376,SHPL000376,PO018411,SUP048,WH002,ITM0060,2024-01-11,2024-01-28,2024-02-05,71,0,UPS,TRK3274552,LOST,4444.75
SHP004226,SHPL004226,PO014388,SUP014,WH005,ITM0009,2022-01-05,2022-01-24,2022-01-17,176,3,BlueDart,TRK3006959,RETURNED,108.09
SHP001662,SHPL001662,PO014564,SUP001,WH011,ITM0098,2023-05-21,2023-05-28,2023-06-01,61,5,FedEx,TRK2450965,IN_TRANSIT,2588.24
SHP003621,SHPL003621,PO013196,SUP017,WH009,ITM0037,2023-04-11,2023-05-05,2023-04-20,131,4,FedEx,TRK3807154,,2588.58
SHP003917,SHPL003917,PO011219,SUP003,WH017,ITM0066,2023-10-05,2023-10-19,2023-11-01,,0,Aramex,TRK1491458,DELAYED,1011.04
SHP004945,SHPL004945,PO007566,SUP023,WH013,ITM0105,2024-12-02,2024-12-15,2024-12-07,154,14,Aramex,TRK3848290,IN_TRANSIT,3464.29
SHP003871,SHPL003871,PO010929,SUP026,WH018,ITM0008,-1,2023-04-14,2023-04-23,89,8,BlueDart,TRK9540154,DELIVERED,1157.13
SHP004620,SHPL004620,PO013247,SUP003,WH006,ITM0010,2024-12-05,2024-12-26,2024-12-22,175,12,DHL,TRK7562129,DELAYED,4311.84
SHP003028,SHPL003028,PO008526,SUP007,WH008,ITM0024,2024-11-22,2024-12-05,2024-12-11,185,5,FedEx,TRK7828703,LOST,2501.32
SHP004393,SHPL004393,PO001951,SUP043,WH001,ITM0115,2022-09-26,2022-09-28,2022-09-27,8,0,BlueDart,TRK9965740,INVALID,4412.34
SHP002124,SHPL002124,PO004135,SUP036,WH008,ITM0016,2023-06-14,2023-06-28,2023-07-01,129,8,FedEx,TRK8910570,DELIVERED,1246.33
SHP004110,SHPL004110,PO011473,SUP036,WH008,ITM0026,2022-05-30,2022-06-10,2022-06-27,139,8,FedEx,TRK4516351,DELAYED,1641.18
SHP001991,SHPL001991,PO015471,SUP042,WH014,ITM0074,2022-02-19,2022-03-02,2022-03-18,74,2,UPS,TRK8085054,IN_TRANSIT,
SHP002234,SHPL002234,PO012505,SUP007,WH008,ITM0059,2022-01-24,2022-02-13,2022-01-31,64,4,FedEx,TRK2924399,RETURNED,1962.59
SHP000413,SHPL000413,PO001571,SUP003,WH006,ITM0063,2022-01-11,2022-01-12,2022-01-24,63,5,DHL,TRK6610391,LOST,346.73
SHP001251,SHPL001251,PO002506,SUP008,WH013,ITM0055,2024-07-02,2024-07-09,2024-07-16,189,10,UPS,TRK8784957,LOST,4584.78
SHP004619,SHPL004619,PO015820,SUP025,WH005,ITM0048,2023-06-16,2023-07-01,2023-07-07,137,10,Aramex,TRK6150244,RETURNED,4513.42
SHP000771,SHPL000771,PO015393,SUP023,WH013,ITM0145,2023-04-22,2023-05-08,2023-04-27,74,3,UPS,TRK2697268,IN_TRANSIT,3108.99
SHP004739,SHPL004739,PO005963,SUP017,WH002,ITM0135,2022-06-17,2022-06-20,2022-06-19,162,16,Aramex,TRK2440336,IN_TRANSIT,1229.76
SHP003667,SHPL003667,PO000235,SUP003,WH019,ITM0127,2024-06-27,2024-07-13,2024-07-15,19,0,UPS,TRK5164655,LOST,3183.04
SHP000992,SHPL000992,PO000782,SUP039,WH007,ITM0082,2022-11-16,2022-11-30,2022-11-25,121,4,FedEx,,DELIVERED,169.76
SHP004570,SHPL004570,PO015191,SUP032,WH011,ITM0119,2023-04-30,2023-05-15,2023-05-27,130,10,Aramex,TRK4454063,RETURNED,1633.2
SHP004294,SHPL004294,PO019709,SUP028,WH004,ITM0125,2023-01-20,2023-02-12,2023-01-25,84,4,DHL,TRK6213026,IN_TRANSIT,353.14
SHP003568,SHPL003568,PO008447,SUP047,WH020,ITM0043,2023-04-26,2023-05-02,2023-05-21,190,13,FedEx,TRK4507960,DELIVERED,3784.26
SHP000879,SHPL000879,PO007445,SUP023,WH010,ITM0016,2023-06-13,2023-07-06,2023-07-10,35,3,Aramex,,IN_TRANSIT,3358.45
SHP004778,SHPL004778,PO008610,SUP004,WH015,ITM0090,2023-01-18,2023-02-06,2023-01-21,76,3,DHL,TRK8858746,LOST,1937.34
SHP004385,SHPL004385,PO003013,SUP039,WH009,ITM0126,2024-04-16,2024-05-09,2024-05-07,73,1,Aramex,TRK1043573,IN_TRANSIT,2387.82
SHP003278,SHPL003278,PO003930,SUP009,WH013,ITM0028,2023-03-09,2023-03-23,2023-03-30,160,16,FedEx,TRK7025355,DELIVERED,3985.01
SHP000990,SHPL000990,PO011028,SUP001,WH007,ITM0053,2022-05-16,2022-05-28,2022-05-31,20,2,Aramex,TRK1682568,RETURNED,4545.73
SHP003987,SHPL003987,PO001914,SUP023,WH006,ITM0098,2024-04-17,2024-04-23,2024-04-29,13,1,Aramex,TRK4561894,DELIVERED,1835.06
SHP000746,SHPL000746,PO017524,SUP001,WH016,ITM0095,2022-12-02,2022-12-26,2022-12-29,19,1,Aramex,TRK3700472,DELIVERED,4643.1
SHP001031,SHPL001031,PO000902,SUP034,WH014,ITM0129,2022-08-06,2022-08-20,2022-09-05,61,0,UPS,TRK5189395,RETURNED,4200.97
SHP002485,SHPL002485,PO006551,SUP012,WH010,ITM0086,2023-06-25,2023-07-07,2023-07-18,142,10,,TRK9972365,LOST,2053.69
SHP003273,SHPL003273,PO009868,SUP001,WH020,ITM0040,2024-01-02,2024-01-14,2024-01-18,22,2,BlueDart,TRK6820391,DELAYED,3365.16
SHP002699,SHPL002699,PO017629,SUP010,WH001,ITM0090,2024-12-27,2025-01-21,2025-01-25,116,2,,,LOST,2394.33
SHP000855,SHPL000855,PO005590,SUP035,WH020,ITM0121,2024-11-20,2024-12-02,2024-11-25,111,1,DHL,TRK8235787,DELAYED,1380.4
SHP003340,SHPL003340,PO006084,SUP050,WH016,ITM0089,2022-08-07,2022-08-30,2022-08-17,153,8,Aramex,TRK4436201,LOST,4508.74
SHP002488,SHPL002488,PO015103,SUP020,WH011,ITM0012,2022-03-25,2022-04-17,2022-04-06,174,5,FedEx,TRK8132365,RETURNED,672.16
SHP001493,SHPL001493,PO017359,SUP037,WH010,ITM0079,2022-12-21,2023-01-04,2023-01-05,38,2,FedEx,TRK4511767,IN_TRANSIT,3124.99
SHP004930,SHPL004930,PO016742,SUP035,WH012,ITM0019,2024-05-05,2024-05-27,2024-05-20,39,3,DHL,TRK3874429,LOST,2260.4
SHP000038,SHPL000038,PO016979,SUP030,WH011,ITM0117,2023-01-07,2023-01-09,2023-01-31,74,0,DHL,TRK4889274,LOST,4988.24
SHP004622,SHPL004622,PO018135,SUP015,WH017,ITM0070,2022-01-10,2022-01-19,2022-02-07,142,10,BlueDart,TRK2939412,LOST,505.86
SHP003013,SHPL003013,PO008965,SUP031,WH004,ITM0074,2024-01-03,2024-01-15,2024-01-06,20,0,DHL,TRK8093458,IN_TRANSIT,902.87
SHP003351,SHPL003351,PO008099,SUP030,WH010,ITM0112,2022-09-14,2022-09-22,2022-10-11,184,3,UPS,TRK8598609,LOST,3641.61
SHP003511,SHPL003511,PO005592,SUP024,WH006,ITM0085,2022-09-20,2022-10-05,2022-09-23,137,0,Aramex,TRK4175609,,3055.92
SHP000053,SHPL000053,PO004885,SUP024,WH018,ITM0045,2024-09-10,2024-09-22,2024-09-15,31,2,Aramex,TRK9707125,LOST,1776.79
SHP003846,SHPL003846,PO006629,SUP013,WH008,ITM0144,2022-09-23,2022-09-29,2022-10-02,26,2,DHL,TRK1669467,IN_TRANSIT,2062.08
SHP001562,SHPL001562,PO012698,SUP037,WH001,ITM0095,2022-10-13,2022-10-19,2022-10-22,157,8,Aramex,TRK7792850,DELIVERED,1659.65
SHP000144_DUP,SHPL000144_DUP,PO006873,SUP016,WH009,ITM0112,2024-02-16,2024-02-18,2024-03-06,11,0,Aramex,TRK8938138,DELIVERED,4146.34
SHP001180,SHPL001180,PO019172,SUP013,WH014,ITM0109,2022-12-29,2023-01-09,2023-01-15,182,6,Aramex,TRK4058967,DELAYED,1725.06
SHP001602,SHPL001602,PO013767,SUP038,WH014,ITM0039,2024-07-13,2024-07-31,2024-07-26,103,3,FedEx,TRK5487463,DELAYED,2430.93
SHP001779,SHPL001779,PO010253,SUP049,WH011,ITM0001,2022-08-14,2022-09-01,2022-09-05,37,2,FedEx,TRK9248031,IN_TRANSIT,4132.51
