PO_ID,PO_LINE_ID,SUPPLIER_ID,ITEM_ID,CUSTOMER_ID,WAREHOUSE_ID,CURRENCY_CODE,ORDER_DATE,EXPECTED_DELIVERY_DATE,ACTUAL_DELIVERY_DATE,STATUS,QUANTITY_ORDERED,QUANTITY_RECEIVED,UNIT_PRICE_ORIG,UNIT_COST_ORIG,TOTAL_AMOUNT_ORIG,DISCOUNT_PCT,PAYMENT_STATUS,INVOICE_NUMBER,NOTES
PO001170,POL001170,SUP029,ITM0118,CUST0061,WH010,INR,2022-02-05,2022-03-09,,PARTIALLY_DELIVERED,79,68,209.14,110.62,16522.06,8.74,PARTIAL,INV739277,Urgent
PO019143,POL019143,SUP040,ITM0133,CUST0041,WH015,CAD,2024-03-26,2024-05-22,2024-05-25,SHIPPED,73,11,742.89,387.22,54230.97,18.94,PAID,INV946014,Partial shipment
PO002576,POL002576,SUP044,ITM0042,CUST0034,WH008,MXN,2022-02-25,2022-03-06,,PARTIALLY_DELIVERED,270,170,4691.53,2586.86,1266713.1,1.23,OVERDUE,INV694725,
PO000325,POL000325,SUP011,ITM0018,CUST0036,WH019,MXN,2023-09-26,2023-11-03,2023-10-31,SHIPPED,49,23,2276.77,1254.31,111561.73,7.07,PAID,INV287890,
PO001089,POL001089,INVALID,ITM0039,CUST0058,WH016,CAD,2022-05-18,2022-06-13,2022-06-10,PENDING,419,0,2590.06,1768.18,1085235.14,18.49,UNPAID,INV704886,
PO015370,POL015370,SUP021,ITM0005,CUST0092,WH001,EUR,2022-01-20,2022-03-11,,APPROVED,352,326,1381.52,812.96,486295.04,0.26,PARTIAL,INV916281,
PO013275,POL013275,SUP038,ITM0133,CUST0060,WH016,GBP,2022-08-13,2022-09-03,2022-09-04,CANCELLED,110,28,485.1,338.76,53361.0,19.5,OVERDUE,INV562227,
PO012785,POL012785,SUP006,ITM0147,CUST0016,WH005,JPY,2023-05-24,2023-06-29,,APPROVED,496,323,272.68,173.73,135249.28,16.31,OVERDUE,INV397060,
PO008112,POL008112,SUP046,ITM0032,CUST0080,WH008,GBP,2023-11-09,2023-12-23,,CANCELLED,137,71,997.78,711.39,136695.86,18.25,OVERDUE,INV643519,Urgent
PO016382,POL016382,SUP049,ITM0060,CUST0010,WH013,USD,2023-01-17,2023-02-27,2023-03-10,PENDING,327,0,806.94,421.96,263869.38,9.03,PAID,INV610474,Quality issue
PO006418,POL006418,SUP017,ITM0082,CUST0069,WH014,AUD,2023-08-29,2023-09-20,2023-09-29,PARTIALLY_DELIVERED,51,23,2292.52,1466.46,116918.52,12.44,UNPAID,INV369899,
PO018886,POL018886,SUP033,ITM0086,CUST0038,WH013,EUR,2024-01-19,2024-02-09,2024-02-21,PARTIALLY_DELIVERED,301,118,3207.09,1661.08,965334.09,12.26,OVERDUE,INV316574,
PO006856,POL006856,SUP032,ITM0111,CUST0032,WH010,AUD,2024-02-16,2024-03-02,2024-03-13,DELIVERED,302,138,3703.09,2318.37,1118333.18,7.37,PAID,INV806730,Quality issue
PO019750,POL019750,SUP017,ITM0010,CUST0047,WH001,INR,2023-09-04,2023-11-02,2023-10-28,SHIPPED,59,1,3349.36,2300.12,197612.24,12.2,PAID,INV912822,
PO011832,POL011832,SUP016,ITM0094,CUST0019,WH016,EUR,2022-10-20,2022-11-19,2022-11-23,APPROVED,228,71,2757.13,1561.09,628625.64,9.38,PARTIAL,INV521768,
PO006995,POL006995,SUP026,ITM0119,CUST0085,WH012,AUD,2022-07-23,2022-09-09,2022-09-05,PENDING,184,0,1106.25,884.69,203550.0,15.72,OVERDUE,INV601667,Partial shipment
PO015820,POL015820,SUP028,ITM0010,CUST0076,WH011,USD,2023-09-19,2023-09-22,2023-10-07,PARTIALLY_DELIVERED,152,83,977.86,736.39,148634.72,16.81,OVERDUE,INV379262,
PO014595,POL014595,SUP033,ITM0096,CUST0014,WH010,CAD,2022-07-23,2022-08-08,2022-08-11,PARTIALLY_DELIVERED,22,19,1426.97,889.08,31393.34,4.5,OVERDUE,INV335988,
PO009945,POL009945,SUP029,ITM0149,CUST0063,WH004,MXN,2022-01-22,2022-01-28,2022-01-31,PENDING,448,0,4480.73,3467.48,2007367.04,2.27,UNPAID,INV513111,Partial shipment
PO006096,POL006096,SUP010,ITM0136,CUST0022,WH012,INR,2024-01-24,2024-02-01,2024-02-02,PARTIALLY_DELIVERED,316,170,4816.14,3739.93,1521900.24,13.55,PARTIAL,INV505432,
PO008404,POL008404,SUP038,ITM0032,CUST0012,WH004,AUD,2022-04-15,2022-04-27,2022-04-28,SHIPPED,10,10,2466.91,1349.88,24669.1,6.19,UNPAID,INV450221,Urgent
PO015539,POL015539,SUP025,ITM0054,CUST0094,WH017,AUD,2024-06-24,2024-08-21,2024-09-04,PENDING,210,0,2985.92,1855.61,627043.2,8.92,UNPAID,INV944903,
PO008869,POL008869,SUP033,ITM0135,CUST0035,WH018,EUR,2024-01-29,2024-02-12,2024-02-24,PENDING,217,0,4922.87,2533.17,1068262.79,4.77,UNPAID,INV129722,
PO005899,POL005899,SUP043,ITM0103,CUST0096,WH007,JPY,2023-09-27,2023-10-29,,PENDING,94,0,4976.25,3534.16,467767.5,12.74,PARTIAL,INV791741,
PO017936,POL017936,SUP046,ITM0102,CUST0008,WH007,JPY,2022-04-30,2022-05-10,2022-05-15,DELIVERED,445,4,2162.37,1273.76,962254.65,16.83,PARTIAL,INV942721,
PO008863,POL008863,SUP022,ITM0124,CUST0042,WH018,GBP,2022-02-28,2022-04-24,2022-04-19,PARTIALLY_DELIVERED,236,209,589.65,364.7,-999,15.65,PAID,INV867554,
PO012634,POL012634,SUP044,ITM0148,CUST0074,WH018,INR,2024-02-12,2024-04-03,2024-03-29,APPROVED,258,82,1535.55,834.74,396171.9,13.15,OVERDUE,INV922743,
PO012343,POL012343,SUP036,ITM0125,CUST0023,WH016,INR,2023-07-25,2023-08-27,,PARTIALLY_DELIVERED,,124,1468.46,738.64,563888.64,14.02,PAID,INV315934,
PO001781,POL001781,SUP033,ITM0140,CUST0045,WH001,AUD,2023-05-12,2023-07-09,,CANCELLED,19,2,2619.94,2061.1,49778.86,0.67,PARTIAL,INV928433,Quality issue
PO008707,POL008707,SUP049,ITM0128,CUST0069,WH008,AUD,2022-02-04,2022-02-27,,PARTIALLY_DELIVERED,87,0,4721.87,3588.95,410802.69,18.0,PARTIAL,INV368088,Quality issue
PO002309,POL002309,SUP004,ITM0102,CUST0092,WH008,EUR,2022-03-20,2022-04-01,2022-03-28,PARTIALLY_DELIVERED,436,234,2020.14,1403.35,880781.04,1.25,PARTIAL,INV453423,Quality issue
PO013382,POL013382,SUP050,ITM0027,CUST0082,WH020,AUD,2022-02-23,2022-03-28,2022-04-02,CANCELLED,51,20,305.65,161.64,15588.15,18.96,UNPAID,INV482373,
PO003280,POL003280,SUP048,ITM0015,CUST0083,WH009,JPY,2022-05-06,2022-05-29,2022-06-01,PENDING,497,0,4377.02,2770.03,2175378.94,16.81,OVERDUE,INV319709,
PO010880,POL010880,SUP044,ITM0117,CUST0085,WH009,AUD,2023-07-07,2023-07-10,2023-07-13,CANCELLED,178,104,2830.32,1910.77,503796.96,19.64,OVERDUE,INV624535,Partial shipment
PO015034,POL015034,SUP009,ITM0104,CUST0069,WH003,GBP,2023-11-28,2024-01-15,2024-01-12,DELIVERED,34,28,3771.13,1897.07,128218.42,3.66,UNPAID,INV467694,
PO014596,POL014596,SUP033,ITM0150,CUST0040,WH014,AUD,2024-10-02,2024-11-23,2024-12-04,DELIVERED,289,146,3546.07,2445.76,1024814.23,13.32,UNPAID,INV503483,
PO004398,POL004398,SUP049,ITM0055,CUST0052,WH019,EUR,2023-07-07,2023-08-25,2023-09-06,APPROVED,208,62,3141.99,2005.83,653533.92,7.44,PAID,INV586597,
PO003936,POL003936,SUP025,ITM0036,CUST0089,WH007,MXN,2024-10-13,2024-11-14,2024-11-19,SHIPPED,474,294,470.74,286.51,223130.76,13.68,OVERDUE,INV536254,Urgent
PO006945,POL006945,SUP041,ITM0034,CUST0057,WH020,MXN,2022-03-16,2022-03-29,2022-04-11,CANCELLED,18,6,758.37,495.54,13650.66,5.35,PARTIAL,INV804794,
PO012441,POL012441,SUP006,ITM0006,CUST0063,WH007,EUR,2024-08-17,2024-08-21,2024-09-01,SHIPPED,319,209,1286.99,650.22,410549.81,14.17,PARTIAL,INV972488,
PO017906,POL017906,SUP009,ITM0031,CUST0100,WH011,AUD,2022-06-29,2022-07-07,,CANCELLED,238,144,2918.39,1957.22,694576.82,17.51,OVERDUE,INV670306,Quality issue
PO007829,POL007829,SUP029,ITM0006,CUST0077,WH003,USD,2024-06-04,2024-06-30,2024-07-14,PENDING,173,0,2329.01,1606.97,402918.73,9.81,OVERDUE,INV612289,
PO001622,POL001622,SUP035,ITM0018,CUST0047,WH019,USD,2023-04-02,2023-05-12,2023-05-21,CANCELLED,151,107,525.78,328.44,79392.78,12.75,PARTIAL,INV519148,
PO007324,POL007324,SUP017,ITM0049,CUST0045,WH006,USD,2024-07-26,2024-08-13,2024-08-16,SHIPPED,18,15,3446.37,2638.22,62034.66,13.83,UNPAID,INV722756,
PO001275,POL001275,SUP019,ITM0115,CUST0015,WH016,EUR,2023-02-08,2023-02-13,2023-02-08,DELIVERED,473,430,2019.56,1574.08,955251.88,16.31,PARTIAL,INV137844,
PO007796,POL007796,SUP043,ITM0138,CUST0032,WH003,JPY,2024-12-24,2025-01-02,2025-01-04,PENDING,416,0,3929.19,2459.89,1634543.04,12.26,PARTIAL,INV595289,Urgent
PO008974,POL008974,SUP044,ITM0046,CUST0095,WH015,JPY,2023-03-09,2023-04-23,2023-04-18,APPROVED,460,168,4966.35,3969.4,2284521.0,7.43,OVERDUE,INV304927,Urgent
PO006762,POL006762,SUP031,ITM0112,CUST0062,WH010,GBP,2022-04-06,2022-04-15,2022-04-21,PARTIALLY_DELIVERED,172,131,2091.88,1422.48,359803.36,10.28,PARTIAL,INV365124,
PO006334,POL006334,SUP037,ITM0030,CUST0028,WH010,EUR,2022-07-06,2022-07-26,2022-07-24,APPROVED,299,85,622.35,458.62,186082.65,17.22,UNPAID,INV223579,Urgent
PO013147,POL013147,SUP002,ITM0150,CUST0018,WH019,EUR,2024-10-13,2024-10-20,2024-10-29,PARTIALLY_DELIVERED,369,58,4349.44,3417.61,1604943.36,7.17,PARTIAL,INV473918,Partial shipment
PO017105,POL017105,SUP017,ITM0048,CUST0095,WH014,EUR,2022-03-09,2022-04-17,2022-05-01,PARTIALLY_DELIVERED,450,225,3961.27,2427.76,1782571.5,15.66,PARTIAL,INV129690,Urgent
PO008164,POL008164,SUP003,ITM0054,CUST0014,WH007,USD,2024-10-29,2024-11-17,2024-11-26,APPROVED,417,361,2151.39,1573.47,897129.63,4.77,PAID,INV661670,Quality issue
PO011763,POL011763,SUP017,ITM0053,CUST0076,WH001,GBP,2022-07-20,2022-09-13,2022-09-25,PENDING,371,0,3393.28,2390.21,1258906.88,8.95,PARTIAL,INV885182,
PO003038,POL003038,SUP025,ITM0138,CUST0088,WH005,GBP,2023-09-05,2023-10-01,,SHIPPED,142,92,692.04,463.91,98269.68,1.82,PARTIAL,INV251403,
PO008253,POL008253,SUP037,ITM0147,CUST0029,WH016,CAD,2022-02-08,2022-03-29,2022-03-28,SHIPPED,211,112,2775.87,1949.28,585708.57,11.52,UNPAID,INV273090,
PO007915,POL007915,SUP036,ITM0092,CUST0079,WH004,USD,2024-11-26,2025-01-23,2025-01-25,APPROVED,314,240,2033.15,1309.54,638409.1,8.52,PARTIAL,INV312289,
PO006084,POL006084,SUP029,ITM0126,CUST0086,WH005,USD,2024-10-03,2024-11-02,2024-11-04,INVALID,377,364,3494.88,1856.26,1317569.76,13.99,PAID,INV841422,Quality issue
PO004196,POL004196,SUP049,ITM0019,CUST0089,WH007,EUR,2024-09-26,2024-11-20,2024-11-20,PENDING,271,0,4990.87,3937.32,1352525.77,18.3,OVERDUE,INV344750,Urgent
PO004877,POL004877,SUP040,ITM0149,CUST0018,WH012,GBP,2024-05-09,2024-06-29,2024-06-26,DELIVERED,497,468,1624.31,1085.51,807282.07,2.61,PARTIAL,INV759719,
PO010871,POL010871,SUP007,ITM0081,CUST0016,WH015,INR,2024-01-09,2024-02-03,2024-02-03,CANCELLED,378,245,733.42,404.07,277232.76,3.13,PAID,INV432371,Partial shipment
PO002734,POL002734,SUP006,ITM0111,CUST0013,WH014,JPY,2024-11-25,2024-12-25,,DELIVERED,213,211,2332.4,1369.67,496801.2,0.22,PARTIAL,INV352714,
PO017273,POL017273,SUP018,ITM0146,CUST0091,WH009,EUR,2024-08-26,2024-10-20,2024-11-04,CANCELLED,90,41,2089.48,1441.62,188053.2,12.82,PAID,INV309031,
PO018701,POL018701,SUP010,ITM0118,CUST0018,WH016,GBP,2022-09-15,2022-10-07,2022-10-15,PENDING,213,0,3167.46,1638.16,674668.98,14.78,OVERDUE,INV876557,
PO019099,POL019099,SUP020,ITM0035,CUST0032,WH004,USD,2024-06-11,2024-07-11,2024-07-25,CANCELLED,186,110,4228.17,3221.18,786439.62,7.49,UNPAID,INV450442,
PO015883,POL015883,SUP026,ITM0052,CUST0056,WH017,EUR,2022-07-07,2022-08-28,2022-09-12,CANCELLED,426,324,3243.18,2072.29,1381594.68,18.75,OVERDUE,INV558241,
PO016226,POL016226,SUP046,ITM0136,CUST0006,WH018,USD,2023-12-16,2024-02-05,2024-02-19,PENDING,445,0,309.14,234.28,137567.3,3.38,UNPAID,INV617489,Quality issue
PO000215,POL000215,SUP043,ITM0003,CUST0059,WH013,EUR,2022-04-17,2022-05-08,2022-05-15,CANCELLED,317,237,3761.06,2143.55,1192256.02,15.9,PAID,INV456113,
PO003559,POL003559,SUP037,ITM0024,CUST0029,WH010,MXN,2024-05-07,2024-05-27,2024-06-04,SHIPPED,194,179,1986.82,1256.37,385443.08,10.21,OVERDUE,INV712592,
PO007468,POL007468,SUP036,ITM0045,CUST0035,WH008,USD,2024-02-06,2024-03-10,2024-03-07,PARTIALLY_DELIVERED,409,204,1039.55,649.85,425175.95,8.69,PARTIAL,INV774437,
PO002607,POL002607,SUP041,ITM0092,CUST0011,WH008,GBP,2022-01-24,2022-02-27,,APPROVED,129,48,4803.39,3126.98,619637.31,14.85,PAID,INV472732,Partial shipment
PO014082,POL014082,SUP002,ITM0019,CUST0064,WH013,MXN,2022-04-25,2022-06-15,2022-06-10,DELIVERED,334,197,3565.41,2632.8,1190846.94,19.02,UNPAID,INV395816,Partial shipment
PO002009,POL002009,SUP017,ITM0035,CUST0059,WH019,AUD,2024-11-04,2024-12-07,2024-12-05,PARTIALLY_DELIVERED,492,232,1431.82,1138.61,704455.44,4.98,UNPAID,INV711458,Urgent
PO019160,POL019160,SUP048,ITM0056,CUST0087,WH014,GBP,2024-03-25,2024-04-24,2024-04-30,SHIPPED,152,42,498.68,346.55,75799.36,17.74,OVERDUE,INV177850,
PO008604,POL008604,SUP011,ITM0067,CUST0040,WH018,MXN,2023-06-13,2023-06-29,2023-06-24,PENDING,449,0,1841.56,1102.33,826860.44,5.43,PARTIAL,INV433540,
PO016115,POL016115,SUP036,ITM0029,CUST0030,WH006,MXN,2024-03-08,2024-04-21,,PARTIALLY_DELIVERED,19,12,895.52,463.46,17014.88,8.6,OVERDUE,INV888175,
PO004719,POL004719,SUP024,ITM0131,CUST0010,WH017,AUD,2023-01-30,2023-03-11,,CANCELLED,423,102,3461.42,2172.71,1464180.66,15.33,PAID,INV299963,Quality issue
PO015496,POL015496,SUP011,ITM0014,CUST0075,WH001,JPY,2023-05-17,2023-05-29,,SHIPPED,58,18,4646.47,2628.93,269495.26,5.45,PAID,INV541706,Quality issue
PO000082,POL000082,SUP002,ITM0074,CUST0063,WH003,USD,2024-08-27,2024-10-06,,CANCELLED,337,64,4951.87,3677.6,1668780.19,10.11,PARTIAL,INV364294,
PO005963,POL005963,SUP050,ITM0053,CUST0070,WH009,GBP,2023-05-06,2023-06-09,,PARTIALLY_DELIVERED,53,7,2739.41,2066.68,145188.73,3.48,UNPAID,INV227629,
PO018388,POL018388,SUP032,ITM0114,CUST0009,WH017,USD,2023-01-10,2023-03-10,2023-03-15,PENDING,268,0,4786.78,2517.12,1282857.04,19.43,PAID,INV176529,Urgent
PO007104,POL007104,SUP042,ITM0011,CUST0090,WH017,GBP,2024-05-12,2024-06-26,2024-07-09,APPROVED,94,82,380.58,278.72,35774.52,3.55,PARTIAL,INV930060,Quality issue
PO018270,POL018270,SUP019,ITM0122,CUST0059,WH012,JPY,2023-06-27,2023-08-17,,DELIVERED,233,92,3717.59,2621.24,866198.47,16.66,UNPAID,INV164399,
PO005547,POL005547,SUP035,ITM0022,CUST0033,WH002,GBP,2024-10-26,2024-12-05,2024-11-30,PENDING,303,0,200.27,131.73,60681.81,9.17,UNPAID,INV695301,Urgent
PO001725,POL001725,SUP046,ITM0129,CUST0058,WH003,GBP,2024-02-17,2024-03-15,2024-03-27,SHIPPED,277,66,2732.18,1771.94,756813.86,1.11,OVERDUE,INV428629,
PO015557,POL015557,SUP009,ITM0070,CUST0005,WH011,AUD,2024-02-24,2024-02-28,,PARTIALLY_DELIVERED,12,4,3029.68,1947.05,36356.16,1.79,OVERDUE,INV587679,
PO005428,POL005428,SUP005,ITM0116,CUST0021,WH008,AUD,2022-02-01,2022-02-04,2022-02-10,CANCELLED,154,144,840.02,500.28,129363.08,7.97,UNPAID,INV404788,
PO007495,POL007495,SUP012,ITM0021,CUST0054,WH005,INR,2024-06-20,2024-07-08,2024-07-19,PARTIALLY_DELIVERED,277,57,3587.84,2001.92,993831.68,7.3,OVERDUE,INV965086,Urgent
PO004126,POL004126,SUP041,ITM0107,CUST0087,WH015,EUR,2022-09-25,2022-10-02,2022-10-15,PARTIALLY_DELIVERED,376,96,882.74,489.55,331910.24,2.08,PARTIAL,INV865184,
PO003261,POL003261,SUP032,ITM0055,CUST0077,WH005,MXN,2023-10-22,2023-12-15,2023-12-13,DELIVERED,46,39,93.35,73.66,4294.1,4.33,OVERDUE,INV890688,Quality issue
PO004014,POL004014,SUP030,ITM0126,CUST0099,WH020,INR,2022-10-16,2022-11-27,2022-12-12,PARTIALLY_DELIVERED,227,146,2112.9,1180.44,479628.3,17.66,PAID,INV366519,Partial shipment
PO009367,POL009367,SUP014,ITM0098,CUST0002,WH020,MXN,2022-12-27,2023-01-20,2023-01-29,APPROVED,439,226,2455.78,1779.12,1078087.42,1.51,PAID,INV563897,
PO010108,POL010108,SUP026,ITM0088,CUST0008,WH016,INR,2022-12-22,2023-02-11,2023-02-18,PARTIALLY_DELIVERED,342,18,4671.17,3542.82,1597540.14,19.11,PAID,INV908852,Partial shipment
PO000817,POL000817,SUP005,ITM0029,CUST0018,WH007,INR,2024-05-29,2024-06-17,2024-06-23,APPROVED,334,78,2338.78,1688.44,781152.52,18.69,OVERDUE,INV399332,Quality issue
PO018937,POL018937,SUP026,ITM0140,CUST0048,WH019,MXN,2022-11-14,2022-11-22,,PENDING,178,0,2186.28,1739.54,389157.84,10.94,PARTIAL,INV816094,Quality issue
PO002555,POL002555,SUP043,ITM0049,CUST0032,WH005,INR,2024-01-16,2024-02-29,2024-03-05,PENDING,84,0,894.93,588.28,75174.12,5.78,OVERDUE,INV988296,Partial shipment
PO008883,POL008883,SUP042,ITM0118,CUST0099,WH019,GBP,2024-05-31,2024-07-29,2024-08-03,PARTIALLY_DELIVERED,387,206,4739.35,3155.29,1834128.45,11.27,UNPAID,INV790303,
PO016704,POL016704,SUP042,ITM0031,CUST0011,WH002,AUD,2023-04-16,2023-04-28,2023-05-06,DELIVERED,144,36,2211.09,1136.06,318396.96,7.17,OVERDUE,INV432590,Urgent
PO011473,POL011473,SUP037,ITM0125,CUST0040,WH008,AUD,2023-10-20,2023-11-07,2023-11-03,PARTIALLY_DELIVERED,228,194,1262.12,953.22,287763.36,2.17,PAID,INV252243,
PO011389,POL011389,SUP040,ITM0059,CUST0068,WH002,GBP,2022-02-18,2022-03-03,2022-03-13,PARTIALLY_DELIVERED,246,240,1002.5,693.32,246615.0,2.74,PARTIAL,INV253925,Partial shipment
PO001001,POL001001,SUP049,ITM0022,CUST0019,WH001,GBP,2022-10-23,2022-10-31,2022-10-26,SHIPPED,176,149,909.51,703.42,160073.76,5.43,OVERDUE,INV936591,Partial shipment
PO004400,POL004400,SUP021,ITM0023,CUST0030,WH001,USD,2024-01-23,2024-02-15,2024-02-25,PARTIALLY_DELIVERED,62,0,2603.88,2059.81,161440.56,7.92,PARTIAL,INV137149,Quality issue
PO015486,POL015486,SUP045,ITM0064,CUST0047,WH001,CAD,2023-09-02,2023-09-08,2023-09-04,PENDING,469,0,4910.82,2886.63,2303174.58,17.23,UNPAID,INV870891,
PO010592,POL010592,SUP020,ITM0036,CUST0016,WH010,AUD,2024-11-23,2024-11-28,2024-12-11,SHIPPED,306,179,1579.61,1145.97,483360.66,3.62,UNPAID,INV540151,Partial shipment
PO017053,POL017053,SUP030,ITM0053,CUST0099,WH019,JPY,2023-02-25,2023-04-06,2023-04-15,PARTIALLY_DELIVERED,346,171,3642.35,2814.42,1260253.1,0.19,PARTIAL,INV350499,
PO001421,POL001421,SUP047,ITM0056,CUST0072,WH008,GBP,2022-11-11,2023-01-04,2022-12-31,SHIPPED,44,1,4398.0,3451.44,193512.0,13.47,OVERDUE,INV456708,Urgent
PO005864,POL005864,SUP006,ITM0107,CUST0048,WH001,AUD,2022-04-07,2022-05-17,2022-05-19,PARTIALLY_DELIVERED,216,206,3273.32,2503.76,707037.12,9.46,OVERDUE,INV483369,Partial shipment
PO004709,POL004709,SUP031,ITM0038,CUST0037,WH018,CAD,2023-10-29,2023-12-07,2023-12-15,SHIPPED,410,313,694.14,554.62,284597.4,6.63,OVERDUE,INV441079,Urgent
PO012446,POL012446,SUP039,ITM0040,CUST0033,WH015,MXN,2024-10-27,2024-11-24,,CANCELLED,423,257,327.04,204.72,138337.92,9.79,PARTIAL,INV481043,Quality issue
PO017673,POL017673,SUP030,ITM0116,CUST0036,WH013,JPY,2024-06-10,2024-07-21,2024-07-25,PENDING,64,0,295.33,230.23,18901.12,18.43,PAID,INV740509,
PO004313,POL004313,SUP028,ITM0136,CUST0074,WH016,USD,2024-09-26,2024-11-05,2024-11-08,SHIPPED,27,15,55.69,27.91,1503.63,11.94,UNPAID,INV858382,Partial shipment
PO007963,POL007963,SUP006,ITM0117,CUST0047,WH006,USD,2024-10-07,2024-10-18,2024-10-26,PENDING,160,0,3471.67,1757.92,555467.2,15.49,OVERDUE,INV930073,
PO007182,POL007182,SUP005,ITM0021,CUST0027,WH020,AUD,2022-01-05,2022-02-12,2022-02-21,SHIPPED,228,200,3101.55,2125.06,707153.4,4.48,UNPAID,INV641146,
PO017456,POL017456,SUP008,ITM0072,CUST0049,WH003,JPY,2022-06-27,2022-08-16,,SHIPPED,395,62,4198.23,2173.24,1658300.85,12.48,PARTIAL,INV374624,
PO009813,POL009813,SUP014,ITM0049,CUST0089,WH004,USD,2023-07-28,2023-08-20,2023-08-17,APPROVED,307,149,4693.35,2500.84,1440858.45,13.65,PAID,INV564909,Quality issue
PO010735,POL010735,SUP012,ITM0008,CUST0061,WH003,USD,2022-09-27,2022-10-25,2022-11-08,DELIVERED,433,20,3503.14,2318.84,1516859.62,0.51,PAID,INV833053,Urgent
PO000400,POL000400,SUP022,ITM0147,CUST0051,WH002,INR,2023-05-03,2023-05-14,2023-05-17,SHIPPED,44,39,4994.04,3652.65,219737.76,5.49,PARTIAL,INV791252,Urgent
PO002797,POL002797,SUP050,ITM0112,CUST0090,WH020,GBP,2022-06-18,2022-07-21,2022-07-25,APPROVED,40,39,1191.79,808.97,47671.6,18.97,PARTIAL,INV373293,Quality issue
PO009628,POL009628,SUP025,ITM0030,CUST0013,WH017,JPY,2024-10-20,2024-10-27,2024-11-11,SHIPPED,31,22,4610.72,3124.21,142932.32,7.0,OVERDUE,INV256807,Quality issue
PO016149,POL016149,SUP036,ITM0001,CUST0090,WH001,JPY,2022-04-29,2022-06-06,2022-06-09,APPROVED,135,72,3525.18,1937.04,475899.3,15.83,UNPAID,INV665472,Partial shipment
PO008718,POL008718,SUP011,ITM0146,CUST0015,WH010,GBP,2023-05-30,2023-06-29,2023-06-30,DELIVERED,338,114,245.07,157.55,82833.66,8.13,PAID,INV340069,Urgent
PO005967,POL005967,SUP003,ITM0067,CUST0089,WH015,INR,2022-12-30,2023-02-12,,PARTIALLY_DELIVERED,326,54,338.9,269.62,110481.4,10.28,UNPAID,INV125555,
PO004461,POL004461,SUP030,ITM0102,CUST0012,WH003,CAD,2024-07-09,2024-08-23,2024-08-24,CANCELLED,84,6,184.25,120.85,15477.0,13.69,OVERDUE,INV976844,Partial shipment
PO001800,POL001800,SUP049,ITM0038,CUST0033,WH015,AUD,2023-02-17,2023-03-17,,DELIVERED,496,166,1782.24,1163.91,883991.04,6.64,UNPAID,INV541436,Partial shipment
PO014314,POL014314,SUP004,ITM0139,CUST0010,WH018,INR,2022-09-09,2022-10-26,2022-10-21,APPROVED,432,69,2030.88,1493.63,877340.16,12.44,OVERDUE,INV938582,
PO011466,POL011466,SUP020,ITM0059,CUST0098,WH017,MXN,2023-12-08,2024-01-31,2024-02-01,DELIVERED,64,8,292.13,180.99,18696.32,13.63,OVERDUE,INV139411,
PO000678,POL000678,SUP029,ITM0052,CUST0089,WH009,EUR,2022-12-29,2023-01-28,2023-02-07,APPROVED,301,244,2274.87,1344.35,684735.87,19.27,PARTIAL,INV268252,Partial shipment
PO017738,POL017738,SUP019,ITM0121,CUST0090,WH009,MXN,2024-09-20,2024-09-26,2024-10-03,PARTIALLY_DELIVERED,104,23,47.02,26.75,4890.08,14.68,PAID,INV658291,Urgent
PO005863,POL005863,SUP023,ITM0031,CUST0051,WH014,AUD,2023-11-27,2023-12-03,2023-12-06,SHIPPED,13,0,150.46,79.34,1955.98,9.48,OVERDUE,INV441177,Quality issue
PO017055,POL017055,SUP045,ITM0137,CUST0090,WH002,USD,2024-01-01,2024-02-14,,PENDING,442,0,766.64,537.03,338854.88,3.98,OVERDUE,INV898127,
PO008428,POL008428,SUP008,ITM0110,CUST0038,WH004,CAD,2024-06-24,2024-07-06,,CANCELLED,167,147,830.72,476.83,138730.24,7.22,PARTIAL,INV307010,Quality issue
PO016874,POL016874,SUP032,ITM0127,CUST0099,WH013,CAD,2024-02-28,2024-03-18,2024-04-01,PARTIALLY_DELIVERED,311,289,2222.19,1334.35,691101.09,13.66,PAID,INV319479,
PO001822_DUP,POL001822_DUP,SUP037,ITM0043,CUST0017,WH005,JPY,2022-08-21,2022-09-04,2022-09-11,APPROVED,149,148,3731.31,2002.47,555965.19,4.42,OVERDUE,INV776110,Partial shipment
PO010519,POL010519,SUP028,ITM0058,CUST0044,WH010,USD,2022-02-01,2022-04-02,2022-04-14,PENDING,344,0,1356.35,948.59,466584.4,9.42,PARTIAL,INV465370,Urgent
PO006287,POL006287,SUP012,ITM0139,CUST0088,WH006,GBP,2023-11-28,2023-12-25,2023-12-21,APPROVED,121,23,2648.47,1604.1,320464.87,10.06,PARTIAL,INV376840,
PO004643,POL004643,SUP018,ITM0091,CUST0028,WH010,INR,2023-01-17,2023-01-28,2023-02-01,PENDING,281,0,1446.35,1001.94,406424.35,5.78,OVERDUE,INV952924,
PO019623,POL019623,SUP013,ITM0031,CUST0091,WH003,INR,2024-01-05,2024-02-29,,SHIPPED,426,339,4997.0,2936.91,2128722.0,10.31,PARTIAL,INV400513,
PO016783,POL016783,SUP026,ITM0039,CUST0074,WH007,INR,2023-03-26,2023-04-21,2023-05-02,SHIPPED,251,54,3038.0,2066.63,762538.0,1.07,UNPAID,INV506964,Partial shipment
